bistro_name,score,content,category,like,comment
대산 한우안동갈비,5.0,"고기 질 뿐만 아니라 밑반찬, 양념류가 하나하나 대단합니다.
사소한 디테일 모두 잡은 맛에 입안이 황홀한 경험을 했습니다.
황홀한 경험을 보다 저렴한 가격에 했고, 맛 뿐만 아니라 직원분들의 친절한 서비스, 음식가 어우러지는 인테리어 분위기, 직원분들의 친절함 덕분에 행복한 저녁이였습니다.

감사합니다❤️",소고기구이 ,0,0
플레이버타운,4.7,"세상에나... 리뷰에 서비스가 친절하다길래 서비스가 친절해봤자지(서비스관련업) 했는데, 여기 미쳤나봐요. 가족이 하나요..? 이게 이렇게 친절하기 쉽지 않거든요? 음식설명, 서빙할때마다 설명, 테이블 정리 등등, 이게 절대 웬만한 트레이닝으로 쉬운게 아닌데, 어마어마하네요. 디저트 서빙시 커틀러리, 앞접시 교체도 이런 일반 길가에 있는 식당에서 세상 친절한 서비스에, 저 너무 갬동!!! 게다가 음식은 또 너무 맛있어서 포장했잖아요. 오래오래 있어주세요. 아 맥주 55000원 짜리는... 제주에일이랑 비슷해서 요건 좀 아쉬웠어요 ㅎㅎ 걍 분위기 용 너낌 ㅎㅎ",아시아음식 ,2,0
웨스틴조선서울 아리아,4.0,"맛은 무난하게 괜찮았어요~ 평소와 달리 창가자리를 배정 받지 못해 맛이 다소 반감된 것도 사실입니다. 그외 다른건 그럭저럭 만족하는데, 랍스타는 메뉴 개선이 좀 필요해 보입니다. 이전처럼 대게가 나오면 좋겠고, 힘들다면 차라리 테일만 구이로 바꾸는게 더 좋을 것 같아요. 비주얼적으로는 괜찮으나 그냥 한번 먹어봤다는 것외에 맛이나 식감 모두 큰 메리트를 느끼기 어려운 메뉴입니다.",뷔페 ,0,0
이노우에스시,4.7,여행하면서 예상치 못한 소확행을 경험했어요. 회 신선하고 정말 맛있고 다양하고 가성비 갑입니다. 사장님 직원분들 모두 친절하시고 가게 씨간장으로 조리한 장어 정말 맛있었습니다. 오마카세 좋아하시는분 강추입니다.,스시오마카세 ,3,1
스시카에데,4.8,"분당권 미들급의 스시야는 큰 차이를 보이기 어려운데, 장소의 쾌적함이나 (노쇼가 있었을지도 모르겠다는 생각이 갑자기 듬), 맛있는 와사비를 보면서 살짝 다른가? 하는 생각이 들었다.
전체적인 맛은 단정하고 정돈된 맛.
적초를 사용해서 좀 텁텁할수도 있었지만, 귤을 사용해서 텁텁함을 줄이는 ○○○경을 많이 쓴것이 느껴졌다.
샤리 양도 적절했고, 여성에게는 살짝 많을수도 있겠으나, 네타와 균형이 좋을 정도였다.
쉐프님 서비스도 참 좋았고, 전체적인 여유가 훌륭했다.
분당권에서는 다시 갈 스시야라고 생각한다.",스시오마카세 ,2,0
굿또스시,5.0,"오늘 생일이어서 남자친구랑 방문했어요! 한달전쯤 예약해서 드디어 왓네용🥹
기대했던만큼 가격에 비해 정말 퀄리티좋은 식사를 했습니다👍🏻
셰프님도 너무 친절하시도 설명도 잘해주시고! 최고였어요🥰
저녁 후토마키가 1.5배 더 크다고하시던데 다음엔 저녁먹으러 갈게요🙋‍♀️ 적극 추천하는 식당입니다⭐️⭐️⭐️⭐️⭐️
(사진은 몇개 빠졌어요🥲)",스시오마카세 ,1,0
푼주,4.2,"100년 지평주조와 푼주라는 풋풋한 이름, 전상근 도예가와의 콜라보, 식당 내 도기전시 등 세심함으로 완벽함을 추구하려 한 노력이 좋아요. 모던 한식과 프리미엄 전통주의 조화가 흥미롭고 정종과 탁주의 풍미가 색달라요.",한식 ,0,0
스시마타네,5.0,"너무 만족합니다!
맛있는건 당연하지만
모두 친절하시고 잘 챙겨주셔서
즐겁게 식사하고 왔습니다
첫날 제주인데 기분좋은 점심이라
시작이 좋아요! 감사합니다:)",스시오마카세 ,2,0
페리지 (PERIGEE),5.0,"별 뺄게 아무것도 없는 거 같아요. 명불허전 페리지

스타터 레터스에서부터 해산물 감칠맛이 나서 매우 놀랐고(긍정적으로) 넘 신선했어요. 그 다음에 먹은 에클레어는 짭짤한 파떼로 속을 채우고 캐러멜라이즈한 양파로 단맛을 맞추고 피스타치오로 식감을 살렸는데 왜 페리지 에끌레어가 그렇게 유명한지 한 입에 이해했습니다.

메뉴 특성 상 크게 기대하지는 않았던 깔조네 - 토마토 과육에 바삭한 밀가루 껍질 조화에 뺨 때려맞고 갑니다. 이후에 먹은 세 가지 파스타 모두… 다 각기 다른 조화롭고 그저 ‘맛’있는 - 그것 말고는 다른 수식어 필요 없는 음식들이었습니다.

공간도 정제된 블랙톤에 적절한 라이팅, 테이블 간격 널찍해서 불편함 없었습니다. 그리고 무엇보다 공간에 계시는 모든 분들, 셰프님들 비롯해서 홀 매니저, 소믈리에님까지 다 무척 프로페셔널하시고 친절하셔서 감사하게도 정말 고급진 시간 보내고 왔습니다. 식사는 제가 하러 갔는데 더 많은 것들을 받고 즐기고 온 기분이에요. 감사합니다.",파스타 ,2,0
스시윤,5.0,"인테리어가 깔끔하고 음식에 집중할 수 있게끔 되어있어서 무척 좋았습니다. 와이프랑 예약하고 왔는데 사케도 초밥도 진짜 맛있게 잘먹었습니다. 재방문 의사 100% 입니다.

사장님때문에 초밥맛을 알아버려서 이제 회전초밥집 못가게 생겼어요 ㅎㅎ",스시오마카세 ,1,0
강강술래 늘봄농원점,4.3,"저희를 케어해주시고 서빙해주신 직원분은 매우 훌륭합니다. 대접받는 느낌이어서 너무 좋았습니다. 단, 예약전화 받은 여자… 뭐 좀 물어보면 말투가 아주 짜증나있고 좋은 자리 좀 부탁드린다고 하니 한숨 풋 쉬시고…일 하기 싫으면 하지마세요. 제가 공짜로 밥을 얻어 먹는줄 아세요?? 예약전화 했던 그 날 당신때문에 기분 좋았던 하루가 기분 더러워져서… 사장님, 똑바로 예약전화받는 여자 교육시키세요.","육류,고기요리 ",0,0
라뜰리에 르지우 롯데에비뉴엘 잠실점,3.7,"분위기도 괜찮았고 맛도 자극적이지 않고 플레이팅 좋고 잘 먹었습니다만
카운터라 해야하나요? 키큰 남자분 머리 그리 길지 않고 안경 안 쓴 남자분께 제가 제 이름으로 예약을 했는데 지인이 저보다 먼저 착석 해 있어서 제가 지인한테 먼저 인사하고 가서 제 이름과 예약한 시간 말씀을 드렸어요. 그랬더니 ""그래서요?"" 하시더라구요. 그래서 ""제가 예약을 했는데 지인이 먼저 와 있어서 예약한 저 왔다고 말씀 드리는거에요"" 하니까 ""아 네"" 하시면서 그때서야 이름에 체크를 하더라구요.
별 거 아니지만 참 기분 나빴어요.
1. 2월14일 6시30분 예약 했습니다. 살짝 늦을 것 같아 미리 전화또한 드렸어요. 주차 후 올라가면 5분 정도 늦을 것 같다구 했구요.
2. 제가 가서 말씀 드릴게 아니라 제가 입장할 때 ""실례지만 예약 하셨을까요?"" 하고 먼저 물어봐야 하는 거 아닌가요?
3. 제가 가서 얘기하면 ""그래서요?"" 가 아니라 그냥 체크 바로 해주셔야 하는거 아닌가요?

물론 저 부분 빼곤 다른 불친절은 없었습니다만 너무 기분 안 좋았어요.
예약 시 ""결혼 앞두고 소중한 분께 청첩장 드리는 자리이니 좋은 곳 부탁 드린다"" 고 요청사항도 썼습니다. 근데 이름도 안 물어본다는것도 황당하네요.

어디가서 남에게 피해주는 것 좋아하지 않아 항상 예의 바른 편입니다. 그래서 더 그렇게 생각들진 모르겠지만 가장 기본적인 부분에서 기분 상했어요.

단 음식의 맛, 와인도 맛있었구요. 음식을 준비해주신건 좋았습니다.",이탈리아음식 ,0,0
녁 을지로점,4.3,"음식이 빨리 나와서 좋았습니다.
전체적으로 음식이 짜지만 맛있다는 표현이 정확합니다.
직원분들이 친절하십니다.
채끝 스테이크 너무 맛있어서 두 개 시키고 싶었고, 옥수수 뇨끼는 쫄깃하면서 소스는 극강의 짠 맛인데 맛있습니다!",이탈리아음식 ,0,0
레드감바스,5.0,"이곳의 시그니처 메뉴인 빨간감바스! 보통 감바스를 떠올리면 노란 올리브오일이 떠오르는데 이곳은 빨개서 색다르게 느껴졌고 기존 감바스보다 덜 느끼했어요! 새우 크기도 엄청 크고 오동통해서 식감이 일품이었습니다 새우 머리도 들어있어서 좋았어요 🦐

까르보나라에선 트러플 향이 많이 났고 넓은 파스타면을 사용해서 식감이 더 좋았던 것 같아요!
감바스 마늘 소스가 맛있어서 파스타랑 같이 먹었어요 👍

음식도 전체적으로 다 맛있고 가게 분위기도 좋아서 커플분들이 많이 오시는 것 같아요! 특별한 날이나 연인과 데이트할 때 좋은 장소로 추천드립니다",유러피안음식 ,0,0
슬로우야드 바베큐,4.7,"여자 다섯이서 런치에 플래터 2~3인분 + 런치 1인분 + 라구파스타로 주문했어요
처음에 음식 나왔을 때는 좀 적어 보였는데 결과적으로는 다들 적당한 정도로 잘 먹은 것 같습니다! 비슷한 인원 조합인데 우리가 좀 잘 먹는다 싶은 팀은 플래터 두개 하셔도 괜찮을 것 같아요 ㅎㅎ 파티플래터는 디너라 못 시킴..

맛은 진짜로 고기가 살살 녹아요! 브리스킷도 너무 부드러웠고 개인적으로는 풀드포크를 빵에 얹어 먹는게 맛있었습니당 ㅎㅎ 라구도 너무 맛있었어요

분위기는 미국 식당 온 것처럼 개방감 있는 느낌이었고 한국에서는 흔치 않은 분위기랑 인테리어라 좋았어요 예뻤음! 데이트도 좋은 것 같고 저희처럼 모임할 때 예약하고 가시면 좋을 것 같아요

서비스는 저희가 인원이 많아서 물을 많이 마셨는데 서버 분들이 돌아다니시면서 물 떨어졌는지 체크하시고 세심하게 가져다 주셔서 이 점이 정말 좋았습니당!!",바베큐 ,0,0
메종성수돈,5.0,"두번째 방문이에요
역시나 너무 맛있어요
꽃목살이 최고!
양배추 스테이크 서비스로 주셨구요
라면도 진짜 너무너무 맛있다는,,ㅠㅠ
설명도 너무 잘해주시고, 고기도 맛있게 구워주시고
다들 친절하세요
또 방문하겠습니다:)",돼지고기구이 ,2,0
코드 파스타바 [CODD PASTA BAR],4.7,친구랑 도란도란 이야기하며 추천해주신 너무 맛있는 와인이랑🍷 진짜 완전 꾸덕 강추하는 화이트 라구! (다른 파스타도 진짜 너무 맛있는데 화이트 라구 JMT) 덕분에 더 즐거운 저녁이었습니다. 감사해요!,파스타 ,4,0
BISTROT de YOUNTVILLE,5.0,"예약하고 가니 기다림 없고 너무 친절히 설명해주셨어요
스태프분들이 많아서 바로바로 대응되는 점이 너무 좋았습니다
어느것 하나 빠지는것 없이 너무 맛있게 먹었고 분위기도 너무 좋았어요",프랑스음식 ,0,0
고든램지버거,5.0,"헬스키친, 포레스트버거, 트러플 파마산 프라이즈, 베리쉐이크 이렇게 메뉴 시켰어요.
개인적으로는 헬스키친, 트러플 파마산 프라이즈 맛이 미쳤어요.
양도 꽤 많은 것 같고 맛있어서 더 먹고 싶은데 위가 작아서 슬펐어요.",버거 ,0,0
스시소라 정자점,4.7,"어머니 생신차 방문하였습니다.

금요일 디너타임에 먹었는데 3명 가족 방문했더니 다소 조용한 안쪽으로 안내해 주셔서 편하게 식사했습니다.

너무 맛있었고 잘먹었습니다.",스시오마카세 ,0,0
스시바이킹,5.0,"먹는데 정신팔려서 사진은 하나도 못 찍었지만
샐러드 스프 과일부터 중국요리, 한식, 디저트류
메인 초밥과 롤까지 딱히 맛없다 소리 나올 이유는 없을 거 같은 수준!
다만 가격을 생각했을 때는 음....

다양한 음식 넓고 쾌적한 장소에서 어른들 모시고 기분 낼 정도는 되는 듯

한줄평 : 다른 이유로 가는건 좋지만 맛있게 먹을 생각으로 가기는 좀 아쉽다",뷔페 ,0,0
셀리우,5.0,"기대하고 갔던 저녁, 기대에 부응 했던 식사❤️
친구들이랑 오랜만에 분위기 낼 겸 파인다이닝 예약했어요.
서비스, 맛, 분위기 뭐하나 빠질 것 없이 좋았습니다.

다음에 가족끼리 다시 재방문 할께요!

특별한 날, 데이트 코스로 완전 강추드려요",코스요리 ,0,0
버드아이,5.0,"하나 하나 전부 맛있어서, 접하지 않은 다른 메뉴들도 궁금해졌어요. 절묘하게 사용된 향신료가 재료들의 맛을 더 살려주는 것 같아요. 무엇보다 직원분들 모두 친절하셔서 더 즐거운 시간을 보낼 수 있었습니다.",아시아음식 ,0,0
우직 목동본점,5.0,"사장님도 유쾌하시고
인테리어도 깔끔하고
직원분들도 친절하시고
잘생기시고 멋지시고
나는 배부르고
음식은 마싯고
숙성이 잘된 고기고
나는 전문가고
식육처리기능사고
전 고깃집 사장이고
치실까지 완벽했고
난 또 갈거고
감사하모니카",소고기구이 ,0,0
조선팰리스 호텔 강남 콘스탄스,4.0,"작년에 한번 방문 후 오랜만에 왔는데 그때보단 훨씬 능수능란해보였어요. 다들 친절하시고 서비스부분에선 너무 만족스러웠습니다.
이번엔 런치에 방문했는데 , 런치라 그런가 대하 구이도 없고요. 스테이크류가 다 질기네요 양고기와 스시는 맛있었습니다.
그리고 콘스탄스는 쥬스가..없네요? 제공되는 생수도 탄산수만 세팅되어 있고요 생수는 달라고하면 주는데 500미리 줍니다.
아! 샐러드도 적어요. 뭔가.. 분위기나 서비스는 너무 좋은반면 음식은 다양함이 조금 아쉬웠습니다.",뷔페 ,0,0
예우,5.0,"음식 하나하나 다 너무 맛있었어요♥️
뭐 하나 아쉬운 점이 없을 정도로 맛있었구 양도 딱 배부르게 먹을 정도로 적당했습니다!
직원분들도 모두 친절하게 서비스해주시고 새 음식이 나올때마다 자세하게 설명해주셔서 너무 감사했습니다
매장 분위기도 너무 맘에 들었구 가격도 합리적이라 다음에 무조건 재방문 하려구요☺️
코스 메뉴가 바뀌게 된다해도 맛과 서비스가 정말 기대되는 우마카세집입니다👍🏻 추천해용",한우오마카세 ,0,0
유화,5.0,불편한 점 없는지 계속 확인해주시고 말도 붙여주셔서 편안하게 잘 먹었습니다! 사장님 너무 너무 친절하시고 너무 맛있어요 🥹🥹🫶🏻 예약하기 너무 힘들지만 또 방문하고 싶어요!,스시오마카세 ,0,0
이속우화,5.0,"이속우화 예약이 괜히 힘든게 아니었어요 이 가격에 이런 구성을 먹을 수 있다니 정말 행복했습니다 처음 나오는 육회부터 살살 녹고 추가로 한 부채살도 너무 맛있었어요
우엉밥도 정말 별미입니다 약간 슴삼한 된찌랑 찰떡궁합티에요 꼭 또 가보고싶어요",한우오마카세 ,0,0
램브란트 강남N점,5.0,"분위기부터 맛,서비스까지 어디 하나 빠지지 않는 곳!

양고기를 좋아해서 이곳 저곳 많이 다녔었는데 누린내 정말 하나도 안나고 너무 부드러워서 깜짝 놀랐어요 !!

메인디쉬는 물론이고, 에피타이져부터 디저트까지 어느 하나 아쉬운 구성이 없었고, 아쉬운 맛이 없었습니다. 찐 맛집👏🏻👏🏻!! 디저트까지 맛있어서 깜짝 놀랐어요😂 와인 좋아하시는 분들에게는 더 맞춤일 것 같은 곳!

정말 기념일이나 친구들 모임이 있을 때마다 생각 날 것 같아요! 재방문의사 10000% 입니다! 완전 추천해요~~💜",양고기 ,0,0
우직 방이점,5.0,"콘서트 가기 전에 든든하게 먹으려고 갔어요
일단 고기질이 좋았고 설명을 잘해주셔서 좋았어요
여자가 먹기에 배부른 정도라 남자분은 딱 적당한 한끼일 것 같아요
그리고 하이볼은 선택아닌 필수 🥹!!!",소고기구이 ,0,0
신라스테이 역삼 Cafe,4.7,회사 회식으로 13명이 갔는데 천장이 높고 테이블간 간격이 넓어 쾌적했다. 음식도 바로 채워지고 맥주 무제한이라 음료도 간단히 곁들일 수 있어서 일석이조였다. 역시 인기가 많은지 평일 저녁인데도 거의 만석이라 예약은 필수다,뷔페 ,0,0
비놈,5.0,"오늘도 우리 동네 최애 맛집에서 소중한 사람과 맛난 식사 잘 하고 갑니다 스파클링 와인과 삼겹/새우, 양고기, 뇨끼, 그리고 파스타를 아주 맛있게 먹었습니다 얼그레이와 아이스크림 딸기 초콜릿 향이 어우러진 디저트도 빈틈 없었습니다 고맙습니다",와인 ,0,0
영동장어,4.7,"솔직히 장어먹기 조금은 부담되는 가격입니다.
가성비를 찾아 방문한 곳이 아니다 보니
먹으면서 먹고나서 계속 드는 생각은
장어 기본에 충실했다. 사이드로 시킨 장어탕도 좋았고
장어도 맛있었습니다.",장어요리 ,0,0
오스테리아 오르조,5.0,"화이트라구에 대한 평가는 오르조 방문 전과 후로
나뉠수 있다고 감히 말해봅니다
보는 사람만 없다면 접시에 코를 박고 먹었을
감동적인 맛입니다....",이탈리아음식 ,0,0
오스테리아 나뚜라,5.0,맛나고 분위기도 고급져요~ 소믈리에 분이 직접 와인 설명해주시구여 음식은 최고입니다. 와인 보관이 잘 되어 있는 카브도 인상적이었어여~ 담에 친구들이랑 모임하는 날 와보려고여~ 행복한 날이었습니다.,이탈리아음식 ,2,0
기몽,5.0,"실패한 음식이 하나도 없었어요!!
와인마저도 너무 맛있었어요 🥺
생일이었는데 따로 특별히 챙겨주신것도 너무 감동이었습다 🙏
물도 요청드리기 전에 다 채워주시고 음식 하나하나 설명도 자세히 해주셨어요.
기분 좋은 하루의 마무리가 되는 곳 입니다 🩷",다이닝바 ,0,0
화인,5.0,처음 방문하려고 했을때 웨이팅이있어서 못갔었는데 이번에 는 캐치테이블로 예약해서 가서 웨이팅없이 들어갈수있어서 너무좋았고 분위기 서비스 음식 와인 부족한게 없던곳였습니다~,와인 ,0,0
스시유키,5.0,"재방문입니다. 많은 레스토랑들 다니면서 재방문이라는 건, 진짜 괜찮고 맛있기 때문이라는 거.

숙성을 정말 잘하는 곳이에요. 적당한 식감과 감칠맛의 조화가 아주 좋아요. 양도 꽤 넉넉해서 아쉽지 않다는 것도 장점.
네타도 넉넉한 사이즈로 나오고 약간 산미가 느껴지는 적초 샤리맛이 딱 취향이라 (네타들과 어우러짐이 좋아요) 기분 좋은 식사 했습니다.

접객도 섬세해서 설명도 잘해주시고, 서비스 해주시는
분도 빈틈없이 채워주시고.. 뭐 요청할 필요도 없이 필요한 것은 다 해주시네요. 맛과 서비스, 분위기. 다 만족해요.

룸 있고 항상 손님 있던데.. 모임이나 접대하기 좋아보여요.",스시오마카세 ,0,0
페리지 (PERIGEE),5.0,"맛 분위기 감성 친절함까지 모두 갖춘 완벽한 매장이에요.
우리나라에서 볼 수 없는 다양한 파스타면으로 보는재미 먹는재미를
주는데 맛은 월드클래스인 곳이죠, 흠이라면 예약이 어렵다?

오랜만에 갔는데 저보다 훨씬 직원분들이랑 친한분이 계셔서
쭈글쭈글 앉아있다가 왔네요 허허, 심지어 나올 때도
그분께만 다들 인사하시고 예약은 내가 했는데애 ㅋㅋㅋ 흥 ㅋ

매달 꼭 가고 싶은 곳입니다, 에클레어, 모든 파스타 플러스 라자냐강추",파스타 ,3,0
목탄장 여의도점,4.3,누군가 이만한 식당에서 와인잔이 별로라고 했던 것 같은데 리델잔 구비되어 있어 아주 만족했습니다. 잘 깨지기 때문에 깨뜨릴 경우 비용부담 하는 것은 reasonable하구요. 4인룸 30 이상은 주류 1병 의무 주문으로 당연히 넘길 수 있구요… 뇨끼 넘넘 훌륭했습니다. 다만 셰비체가 ”사시미“라는 걸 설명해 주지 않아 셰비체를 두 번 먹어야 했던게 나빴고… 음식 맛은 전반적으로 좋았는데 역시나 지적하듯 양이 너무너무너무 작았어요. 남자분들만 4인이면 화낼겁니다. 음식값은 비쌌지만 저에게는 전체적으로 합격입니다.,다이닝바 ,2,0
에드엣,5.0,"진짜 넘 맛있었어요.. 특히 새우 바오…. 그리○○○러스도 서비스 주셔서 먹어봤는데,, 담에 그냥 시켜 먹고싶은 만큼 맛있었어요 !
와인 추천해주신 것도 정말 좋았어요 !!!
직원분들도 넘 친절하셔서 시간가는 줄 모르고 먹었네요.. 🥲
친구랑 집가면서 담에 신사오면 또 오자고 얘기했어요 ! 👍🏻",다이닝바 ,0,0
김숙성,5.0,"별점이랑 리뷰가 좋아보여서 예약하고 먹으러 갔어요!
가게 외관도 노포감성이 물씬 느꼈는데 가게 안도 노포감성이 느껴지니까 너무 좋았어요!
가게 직원분이 직접 구워주시면서 설명도 해주세요.
드라이에이징을 해서 고기의 풍미랑 맛이 더 좋을 거라고 하셨는데 설명해주시고 알고 먹으니까 정말 맛이 더 좋게느껴졌어요! 숯으로 먹는 고기도 맛있지만 가스 불판에 야채 구워먹는 것도 못 참죠! ㅋㅋㅋ 너무 잘 먹었습니다 또 올게요!!",돼지고기구이 ,0,0
스시누하,5.0,"오랜만에 만난 친구와 함께하는 식사 자리였는데 너무나도 맛있는 오마카세 였습니다.
모든 메뉴 다 맛있었으나, 단새우스시와 전복튀김은 원래 좋아하기도 하지만 정말 맛있었습니다!!
평소에도 한옥스타일의 인테리어를 좋아하는데, 친구와 함께 맛있는 스시오마카세까지…
너무나도 즐거웠던 저녁식사를 준비해주셨네요^^
서촌 스시누하, 친한 친구들과 또는 소중한 가족들과 함께 꼭 가보시기를 추천합니다:)",스시오마카세 ,2,0
우미학,4.0,"점심메뉴인 등심 모듬 세트 괜찮아요.
깍두기 볶음밥도 함께 나와 배불리 잘 먹었네요.
고기도 알맞게 구워주시니 치즈만 추가해서 골고루 잘 먹고 왔어요","육류,고기요리 ",0,0
요이치,5.0,여기는 꼭 방문해 보시길... 쉐프님께서 정말 창의적이시고 동시에 맞에 대한 연구도 많이 하신듯 합니다. 새로운 스시야를 맛볼수 있어 좋았습니다.,스시오마카세 ,0,0
르코르크,5.0,원래 13일 데이트하려구 했는데.. 일정이 생겨서 오늘 방문했어요~ 위례에 제대로 하는 파스타집이 찾기 힘든데 생면파스타라서 좋았어요. 라구소스 베이스는 고기의 풍미가 찐하고 맛있구요~ 풍기는 버섯과 크림소스 치즈베이스로 또 다른 맛으로 맛있어요~ 문어는 당근퓨레와 같이 잘 어울리고 쫄깃하면서 부드럽고 세비체는 상큼하고 모두 플레이팅도 좋았습니다. 아이돌 같으신 사장님이 너무 맛있게 요리해주셔서 감사합니다. 알쓰라 맥주 2병에도 알딸딸하네요.. 다음에는 무알콜 스파클링 마셔야겠어요.. 또 방문하겠습니다.,다이닝바 ,0,0
굿또수성점,5.0,"저희 일행만 있어서 편하게 식사할수 있었던 것 같아요,
예약시간보다 좀 늦어졌음에도 불구하고 이해해주셔서 감사했습니다! 구성이나 맛, 양도 정말 많았는데 맛있게 배부르게 잘 먹었습니다 :)",스시오마카세 ,1,0
정식당 Jungsik,5.0,"몇년 전 디너에 왔었는데 여전히 너무 맛있네요!
가격이 많이 오른 점은 아쉽지만
담당서버분도 너무 친절하시고
기분 좋은 식사 하고 왔습니다~!!",뉴코리안 ,1,0
37.5 시그니처 가로수길,5.0,"아쉽게 사진이 하나밖에 없네요. 파스타, 샐러드, 몬테크리스토 모두 맛, 양 만족합니다. 분위기도 정말좋은데 딱 2시간밖에 못 머물러서 넘 아쉬웠어요.",브런치 ,1,0
바우다,5.0,친절하신 담당자님이 맛있게 구워주셨어요. 넘 친절해서 먹는 내내 기분이 좋더라구요. 음식도 맛있고 양도 많아요. 저는 딱 절반 먹었을 때 이미 배가 차버려서 남편이 많이 먹었어요. 다음에 또 가고싶어요!😚💕,돼지고기구이 ,0,0
스시모리,5.0,"프라잇빗한 공간 , 휘황찬란한 설명이 아닌 간결한데 깊이있는 안내 , 물론 맛까지
쉐프님께서 하나하나 음식 주실때마다 부담스럽지않은 기분좋은 배려해주신 덕분에 더 좋은 시간 이었습니다
긴 설명 없이도 음식을 먹어보면 셰프님 자부심이 느껴져요
담엔 가족 다같이 방문 할게요 ❤️‍🔥",스시오마카세 ,0,0
이속우화 구우몽,5.0,"음식도 맛있고 전체적으로 깔끔해서 완전싹싹비워먹었어요~
가성비가 너무좋고 배안부를거같았지만 먹고나니 배부르더라구요! 예약기다리길 잘한거같아요~",한우오마카세 ,1,0
428 Restaurant,5.0,맛있네용 섬세하게 만든 음식을 이렇게 간단히 먹어도 되는지 😇 서버분들이 자주 체크해주시지만 말을 걸지않아서 더 좋았어요 편안하게 즐겁게 이야기하며 잘 먹고 왔습니다,유러피안음식 ,1,0
오티디서울 OTD Seoul,5.0,"동네 친구와 간단히 딱 한잔만 하자고 들럿는데..
분위기에 취해 육회에 취해 또 술이 취할 때까지 시간가는 줄 모르고 달려버렸습니다..안주와 칵테일이 너무너무 맛있었습니다 ㅎㅎ 사장님들은 항상 밝으신 것 같아요 너무 좋습니다!!",다이닝바 ,1,0
뜨라또리아소띠,4.5,관자 겉바속촉으로 너무 맛있고 특히 소스가 좋았어요. 화이트라구 파스타 맛있었고 생면 식감 좋았습니다. 디아볼라 피자는 저번에 먹었던 다른 피자보단 딱히 임팩트가 없어서 다음엔 다른 거 시킬거 같아요,이탈리아음식 ,0,0
나루스시,5.0,"부족함 없이 너무 만족스러운 곳이였어요!!
직원분들도 다들 친절하시고
맛도 너무 좋았습니다
런치로 해서 먹었는데 오늘 하루 기분좋게 시작 할 수 있어서 행복하네요 ^^",스시오마카세 ,1,0
스시다다,5.0,"맛 분위기 서비스까지 너무 좋았습니다.
음식을 먹었을 때 기분이 좋아지는 맛이어서 음식이 준비되는 과정을 즐겁게 기다릴 수 있었습니다.
맛있는 음식 해주셔서 감사합니다^^",스시오마카세 ,2,0
디크루즈,5.0,첫방문인 디크루즈에게 칵테일도 위스키도 음식까지 완벽하게 반해 바로 두번째 방문을 예약하고 왔습니다. 특히 이창민 바텐더님의 친절한 설명에 위스키까지 입문하게 되어 즐거움이 두배임에 감사드립니다. 다음 방문에 어떤 술과 요리를 초이스할지 행복한 고민을 하면서 ~~,다이닝바 ,2,0
부아쟁,4.5,메뉴구성 좋고 전반적으로 만족스러웠던 음식이었어요. 무엇보다 압권이었던 탁 트인 한강뷰. 한강을 바라보며 높은 곳에서 식사하는 기분은 정말 좋았습니다. 하늘에 떠 있는 기분이었어요. 스탭분들 친절하셔서 기분좋게 식사했어요.,프랑스음식 ,0,0
단상,5.0,"여자분은 배 빵빵하게 나옵니다. 저희가 그랬어요. 특히 알배추와 함께 나온 촉촉한 수비드 닭구이, 아주 부드러웠던 문어 솥밥이 인상적이었습니다. 맥주도 꼭 드세요.",퓨전음식 ,0,0
파르코무수막,5.0,"금호동에 이런곳이 있을거라고는 생각도 못했어요.
방문하기전엔 확신이 없었지만, 오히려 방문하고 음식을 먹고 와인을 접하면서 내가 금호동에 살고싶다 라는 생각이
들정도로 괜찮은 가게였습니다.
직원분들과 사장님 모두 친절하시고, 손님입장에서 편의를 많이 봐주신다는 느낌이 너무 좋았네요!
편한 모임을 하게된다면 다음에도 또 이용할 재방문의사가
한가득 입니다. 이런분들이 잘되셔야 할텐데....",와인 ,3,0
타쿠미곤,5.0,"입에서 녹는 숙성스시 다른스시야에서는 고등어 못먹는데 타쿠미곤에서만 유일하게 먹어요 최고👍🏻
항상 친절하신 쉐프님 덕분에 가족과함께 좋은 시간이었어요 감사합니다!",스시오마카세 ,0,0
스시미,5.0,혼마카세는 처음인데 너무 맛있게 잘 먹고 왔어요! 진짜 가성비 최고라 추천합니다👍 셰프님이 넘 친절하셔서 편안한 시간 보내고 왔습니다 :) 재방문의사 200%!,스시오마카세 ,2,0
스파다,5.0,"직원분도 과하지 않게 친절하시고 음식도 너무 맛있었어요!
우연히 찾아서 간건데 맛집을 발견한거 같아서 기분이 좋네용 😊 특히 저 멜란자네를 사람들이 왜 그렇게 강력 추천하신지 알겠어요 ㅠㅠ 진짜 감동 ❤️
둘이 가서 네접시나 먹었네요 ㅎㅎ 마지막 뇨끼까지 완벽했습니다! 트러플을 별로 안좋아하는데 부담없이 먹을 수 있었어요 ㅎㅎ 다음에 또 갈게요!!",이탈리아음식 ,3,0
